[2023-03-05 02-29-31] d=  7, evals=1.0e+03, k= 50, k_top=  5
   out  : [s =  1.8e+02] yaeeb pinyin iysvschey onyts ktszhyhk bdlpro nzeea
   rev  : [s =  2.2e+02] яеб пиньинь ийсвщей единицы кцжыхк бдлпро нзееа
   WRN  : rev != "yaeeb pinyin iysvschey units ktszhyhk bdlpro nzeea"

#   566 : loss =  1.8e+02
   inp  : [s =  2.8e+02] ъныуазу йьаёьеб ъныуазу кццжйхк онуьлйц бьвтюья ъяляужь
   out  : [s =  1.8e+02] bnyuazu yaieb bnyuazu ktszhykhk onulyts byvtyuya onlyauzh
   rev  : [s =  1.8e+02] бнюазу тайеб бнюазу кцжыхк аналитика бывтюя только один раз
   WRN  : rev != "bnyuazu taieb bnyuazu ktszhykhk analyst's byvtyuya onlyauzh"

#   567 : loss =  1.8e+02
   inp  : [s =  2.8e+02] иысвщёы иьеьрёъ ьвднэйу щаафечу схисеъм бмъчкьь ущйинъу
   out  : [s =  1.8e+02] iysvschey iyereyvdneyu schaafechu schisem bmchkyinu
   rev  : [s =  1.8e+02] ийсвщей ийерейвднею шаафечу раскол бмчкйину
   WRN  : rev != "iysvschey iyereyvdneyu schaafechu schism bmchkyinu"

#   568 : loss =  1.8e+02
   inp  : [s =  3.1e+02] иысвщёы ощуъиъв ъоэсйьм здблоьп бдлпроь пёыэулм бмъчкьь
   out  : [s =  1.8e+02] iysvshe feel yvoesym zdbloep bdlpro peyulm bmchk
   rev  : [s =  2.0e+02] я больше чувствую себя ювоесым здблоеп бдлпро пейулм бмчк

#   569 : loss =  1.8e+02
   inp  : [s =  3.1e+02] онуьлйц нмьрщшт ьвднэйу кццжйхк кмтсгфк йьаёьеб нзеъёаь
   out  : [s =  1.8e+02] onlyts nmrschstvdneu ktszhyhk kmtsgfk yaeeb nzeea
   rev  : [s =  2.2e+02] только нмрщствднеу кцжыхк кмцгфк яееб нзееа

#   570 : loss =  1.8e+02
   inp  : [s =  2.8e+02] кмтсгфк кмтсгфк ътшмщэь мощыъпз ъььгрвх пёыэулм ъььгрвх
   out  : [s =  1.8e+02] kmtsgfk kmtsgfk kommtshmschey mochypz kommtgrvh peyulm kommtgrvh
   rev  : [s =  2.3e+02] кмтсгфк кмтсгфк комтшмщей мочипз комтгрвх пейульм комтгрвх

#   571 : loss =  1.8e+02
   inp  : [s =  2.9e+02] бьвтюья иьллтёу кццжйхк иьллтёу оэеыъьё ътшмщэь нзеъёаь
   out  : [s =  1.8e+02] byvtyu illteu ktszhykhk illteu oeyye ytshmschei nzea
   rev  : [s =  1.9e+02] бывтю иллтеу кцжыхк иллтеу оейе йцшмщеи нзеа

#   572 : loss =  1.8e+02
   inp  : [s =  2.6e+02] ьвднэйу онуьлйц иощсцйм мощыъпз схисеъм онуьлйц нмьрщшт
   out  : [s =  1.8e+02] yvdneyu onulyts ioschtsym muchpz schisem onulyts nmrschsht
   rev  : [s =  1.7e+02] вднею онулиц иощцым мучпз раскол онулиц ямрщшт
   WRN  : rev != "yvdneyu onulyts ioschtsym muchpz schism onulyts nmrschsht"

#   573 : loss =  1.8e+02
   inp  : [s =  3.0e+02] оэеыъьё онуьлйц кмтсгфк иьеьрёъ схисеъм доцшлмь иьллтёу
   out  : [s =  1.8e+02] oeeye onulyts kmtsgfc iyere schisem assocschlm illteu
   rev  : [s =  1.4e+02] - да, - кивнул он, - но я не уверен, что это так уж важно.

#   574 : loss =  1.8e+02
   inp  : [s =  2.9e+02] нмьрщшт шэьдкйя ьвднэйу йьаёьеб схисеъм нзеъёаь ъыклщьн
   out  : [s =  1.8e+02] nmrsht shedkya yvdneyu yaeeb schisem nzeea byklschn
   rev  : [s =  1.8e+02] ямршт шедкя ивднею яеб раскол нзееа быклщн
   WRN  : rev != "nmrsht shedkya yvdneyu yaeeb schism nzeea byklschn"

#   575 : loss =  1.8e+02
   inp  : [s =  2.9e+02] ътшмщэь ощуъиъв бмъчкьь здблоьп иысвщёы йьаёьеб пёыэулм
   out  : [s =  1.8e+02] ytshmshe feel in bmchk zdblop iysvshe yaeeb peyulm
   rev  : [s =  2.1e+02] итшмше чувствуешь себя в бмчк здблоп ийсвше яеб пейулм

#   576 : loss =  1.8e+02
   inp  : [s =  2.7e+02] нмьрщшт онуьлйц щаафечу щаафечу кмтсгфк иьллтёу мощыъпз
   out  : [s =  1.8e+02] nmrsht onulyts schaafechu schaafechu kmtsgfc illteu moshypz
   rev  : [s =  1.8e+02] ямршт онулиц шафечу шафечу кмцгфк иллтеу мошипз

#   577 : loss =  1.8e+02
   inp  : [s =  2.7e+02] ьвднэйу кццжйхк кмтсгфк иощсцйм пёыэулм иощсцйм нмьрщшт
   out  : [s =  1.8e+02] lvdneyu ktszhyhk kmtsgfk ioshchtsym peyulm ioshchtsym nmrsht
   rev  : [s =  1.9e+02] лвднею кцжыхк кмцгфк иощцым петулой иощцым ямршт
   WRN  : rev != "lvdneyu ktszhyhk kmtsgfk ioshchtsym petula ioshchtsym nmrsht"

#   578 : loss =  1.8e+02
   inp  : [s =  2.8e+02] смэёыюш нзеъёаь иьллтёу ощуъиъв йьаёьеб пёыэулм ъоэсйьм
   out  : [s =  1.8e+02] smeeyyush nze 'ea illteu feel yaeeb peyulm yoesym
   rev  : [s =  2.0e+02] смеейюш нзе 'еа иллтеу чувствую яеб пейулм йоесым

#   579 : loss =  1.8e+02
   inp  : [s =  2.9e+02] оэеыъьё бмъчкьь ъныуазу схисеъм кмтсгфк ъььгрвх ъыклщьн
   out  : [s =  1.8e+02] oeeye bmchk bnyuazu schisem kmtsgfk bgrvh byklschn
   rev  : [s =  1.9e+02] оеее бмчк бнюазу раскол кмцгфк бгрвх быклщн
   WRN  : rev != "oeeye bmchk bnyuazu schism kmtsgfk bgrvh byklschn"

#   580 : loss =  1.8e+02
   inp  : [s =  2.9e+02] ъныуазу иысвщёы онуьлйц щаафечу оэеыъьё иьеьрёъ ъяляужь
   out  : [s =  1.8e+02] bnyuazu iysvschey onlyts schaafechu oeyye iyereylyauzh
   rev  : [s =  1.8e+02] бнюазу ийсвщей онлиц шаафечу оейе ийерейляуж

#   581 : loss =  1.8e+02
   inp  : [s =  3.0e+02] шэьдкйя ъныуазу бьвтюья йьаёьеб щаафечу мощыъпз пёыэулм
   out  : [s =  1.8e+02] shedkya bnyuazu byuya yaieb schaafechu powerpz peyulm
   rev  : [s =  1.9e+02] шедкья бнюазу юя тайеб шаафечу powerpc пейулм
   WRN  : rev != "shedkya bnyuazu yuya taieb schaafechu powerpc peyulm"

#   582 : loss =  1.8e+02
   inp  : [s =  2.7e+02] оэеыъьё бмъчкьь ощуъиъв ъныуазу онуьлйц пёыэулм ъыклщьн
   out  : [s =  1.8e+02] oeeye bmchk feel yv bnyuazu onulyts peyulm byklschn
   rev  : [s =  1.8e+02] оеее бмчк чувствую ив бнюазу онулиц пейулм быклщн

#   583 : loss =  1.8e+02
   inp  : [s =  3.2e+02] нзеъёаь кмтсгфк бмъчкьь шэьдкйя здблоьп иощсцйм ъыклщьн
   out  : [s =  1.8e+02] nzeea kmtsgfc bmchk shedkya zdblo ioshchtsym byklschn
   rev  : [s =  2.0e+02] нзееа кмцгфк бмчк шедкя здбло иощцым быклщн

#   584 : loss =  1.8e+02
   inp  : [s =  3.0e+02] оэеыъьё флжсйид ъяляужь ущйинъу ьвднэйу иысвщёы ъныуазу
   out  : [s =  1.8e+02] oeeye flzhsyid vzlyauzhyinyu yvdneyu iysvshe bnyuazu
   rev  : [s =  1.9e+02] оеее флжсйид взляужьиню ивднею иысшую бнюазу

#   585 : loss =  1.8e+02
   inp  : [s =  2.7e+02] щаафечу нзеъёаь кмтсгфк здблоьп здблоьп онуьлйц мощыъпз
   out  : [s =  1.8e+02] schaafechu nzeea kmtsgfc zdbloep zdbloep onulyts powerpz
   rev  : [s =  1.9e+02] шаафечу нзеа кмцгфк здблоеп здблоеп онулиц пауэрпз

#   586 : loss =  1.8e+02
   inp  : [s =  2.7e+02] иьллтёу ъоэсйьм здблоьп иьллтёу ощуъиъв ъныуазу ущйинъу
   out  : [s =  1.8e+02] illteu bjoesym zdbloip illteu feelin bnyuazu uschyin
   rev  : [s =  2.0e+02] иллтеу бьоесым здблойп иллтеу, чувствующий себя бнюазу ущиин
   WRN  : rev != "illteu bjoesym zdbloip illteu feeling bnyuazu uschyin"

#   587 : loss =  1.8e+02
   inp  : [s =  2.8e+02] ощуъиъв нмьрщшт ъььгрвх ъубщжёь бмъчкьь йьаёьеб ущйинъу
   out  : [s =  1.8e+02] feel the nmrschst b 'grvh b 'ubschzhe b 'mchk y 'ayeb pinyin
   rev  : [s =  2.3e+02] почувствуй ямрщст б 'грвх б 'убщже б 'мчки 'айеб пиньинь
   WRN  : rev != "feel the nmrschst b 'grvh b 'ubschzhe b 'mchky 'ayeb pinyin"

#   588 : loss =  1.8e+02
   inp  : [s =  2.8e+02] ъяляужь ъыклщьн бьвтюья пёыэулм доцшлмь оэеыъьё бмъчкьь
   out  : [s =  1.8e+02] I will be able to yanklschn byvtyya peyulm assocslm oeyye bmchk
   rev  : [s =  2.0e+02] Я смогу янклщн бывтя пэюлм ассоцислм оейе бмчк

#   589 : loss =  1.8e+02
   inp  : [s =  3.1e+02] иысвщёы мощыъпз ощуъиъв бьвтюья ътшмщэь флжсйид бмъчкьь
   out  : [s =  1.8e+02] iysvshe powerpz feelyv byuya btsmshe flzhsyid bmchk
   rev  : [s =  1.6e+02] я сильнее тебя чувствую, бьюя бцмше флжсйид бмчк

#   590 : loss =  1.8e+02
   inp  : [s =  3.1e+02] флжсйид ьвднэйу ощуъиъв здблоьп бмъчкьь иощсцйм бдлпроь
   out  : [s =  1.8e+02] flzhsyid yvdneyu feel zdbloep bmchk ioschtsym bdlpro
   rev  : [s =  2.3e+02] флжсйид ивднею чувствую здблоеп бмчк иощцым бдлпро

#   591 : loss =  1.8e+02
   inp  : [s =  2.9e+02] бдлпроь бдлпроь доцшлмь кмтсгфк нзеъёаь ьвднэйу ъыклщьн
   out  : [s =  1.8e+02] bdlpro bdlpro assocschlm kmtsgfc nzeea bwdneu byklschn
   rev  : [s =  1.1e+02] - не знаю, - сказал он, - но я не уверен, что это так.

#   592 : loss =  1.8e+02
   inp  : [s =  3.0e+02] кмтсгфк бьвтюья ътшмщэь шэьдкйя мощыъпз мощыъпз пёыэулм
   out  : [s =  1.8e+02] kmtsgfk bwtuya btsmschei shedkya powerpz powerpz peyulm
   rev  : [s =  1.9e+02] кмцгфк бвтуя бцмщей шедкя пауэрпз пауэрпз пейулм

#   593 : loss =  1.8e+02
   inp  : [s =  2.8e+02] пёыэулм доцшлмь иысвщёы здблоьп схисеъм нзеъёаь бмъчкьь
   out  : [s =  1.8e+02] peeulm dotschlm iysvschey zdbloep schisem nzeea bmchk
   rev  : [s =  2.0e+02] peeulm dotschlm iysvschey здблоеп раскол nzeea bmchk
   WRN  : rev != "peeulm dotschlm iysvschey zdbloep schism nzeea bmchk"

#   594 : loss =  1.8e+02
   inp  : [s =  2.7e+02] оэеыъьё щаафечу здблоьп нзеъёаь кмтсгфк пёыэулм нзеъёаь
   out  : [s =  1.8e+02] oeeye schaafechu zdbloep nzeea kmtsgfc peyeulm nzeea
   rev  : [s =  1.9e+02] оеее шаафечу здблоеп нзеа кмцгфк пейеулм нзеа

#   595 : loss =  1.8e+02
   inp  : [s =  3.2e+02] ъяляужь флжсйид ущйинъу йьаёьеб нмьрщшт бдлпроь ьвднэйу
   out  : [s =  1.8e+02] ynlauj fljsjid gorjinu ynaieb nmrschst bdlprojdneu
   rev  : [s =  2.3e+02] ынлауй флайсджид горгин найеб ямрщст бдлпрожднеу
   WRN  : rev != "ynlauj fljsjid gorgin nayeb nmrschst bdlprojdneu"

#   596 : loss =  1.8e+02
   inp  : [s =  2.7e+02] йьаёьеб ътшмщэь иощсцйм иьллтёу ъяляужь иощсцйм флжсйид
   out  : [s =  1.8e+02] yaeeb ytshmschey ioshchtsym illteujlauzh ioshchtsym flzhsyid
   rev  : [s =  2.1e+02] яеб йтшмщей иощцым иллтеуйлауж иощцым флжсйид

#   597 : loss =  1.8e+02
   inp  : [s =  2.7e+02] ъныуазу ътшмщэь смэёыюш ъяляужь мощыъпз смэёыюш бьвтюья
   out  : [s =  1.8e+02] ynyuazu ytshmschey smeyyush ytlyauzh mochypz smeyyush byuya
   rev  : [s =  1.7e+02] ынюазу йцшмщей смеюш итляуж мочип смеюш бюя
   WRN  : rev != "ynyuazu ytshmschey smeyyush ytlyauzh mochip smeyyush byuya"

#   598 : loss =  1.8e+02
   inp  : [s =  3.2e+02] ътшмщэь кмтсгфк ъныуазу здблоьп ущйинъу ъььгрвх бьвтюья
   out  : [s =  1.8e+02] ytsma cmdshft nyuusu sgblog usianya yelgrun bejtula
   rev  : [s =  2.0e+02] ytsma cmdshft nyuusu sgblog усианья елгрун бейтула

#   599 : loss =  1.8e+02
   inp  : [s =  2.9e+02] иысвщёы иощсцйм кмтсгфк иьллтёу бмъчкьь схисеъм кмтсгфк
   out  : [s =  1.8e+02] iysvschey ioschscym kmtsgfc illteu bmchk schisem kmtsgfc
   rev  : [s =  1.9e+02] ийсвщей иощщим кмцгфк иллтеу бмчк схисем кмцгфк

#   600 : loss =  1.8e+02
   inp  : [s =  3.2e+02] иощсцйм йьаёьеб ъубщжёь пёыэулм иьллтёу нмьрщшт ъныуазу
   out  : [s =  1.8e+02] owszem jleeb jobsget of peyerl of Millau nemirst nyuusu
   rev  : [s =  1.8e+02] овсем джлиб джобсет из Пейерля из Мийо немирст ньюусу

#   601 : loss =  1.8e+02
   inp  : [s =  3.1e+02] бмъчкьь бдлпроь ъььгрвх пёыэулм кмтсгфк доцшлмь онуьлйц
   out  : [s =  1.8e+02] bmchk bdlproj bgrvh peyulm kmtsgfc assocschlm onulyts
   rev  : [s =  1.8e+02] bmchk bdlproj bgrvh peyulm kmtsgfc assocschlm аналитики
   WRN  : rev != "bmchk bdlproj bgrvh peyulm kmtsgfc assocschlm analysts"

#   602 : loss =  1.8e+02
   inp  : [s =  2.5e+02] иьллтёу пёыэулм ьвднэйу ущйинъу доцшлмь ъыклщьн пёыэулм
   out  : [s =  1.8e+02] yllteu peyulm yvdneyu oschyinu dotschlm ymyklschn peyulm
   rev  : [s =  1.9e+02] юллтеу петула ювднею ощиину точечлм юмыклщн петула
   WRN  : rev != "yllteu petula yvdneyu oschyinu dotschlm ymyklschn petula"

#   603 : loss =  1.8e+02
   inp  : [s =  2.6e+02] ъыклщьн щаафечу ьвднэйу доцшлмь иьеьрёъ шэьдкйя щаафечу
   out  : [s =  1.8e+02] byklschn schaafechu yvdneyu dotschlm iyere shedkya schaafechu
   rev  : [s =  1.8e+02] быклщн шаафечу ивднею дощлм ийере шедкя шаафечу

#   604 : loss =  1.8e+02
   inp  : [s =  2.8e+02] здблоьп ъяляужь ьвднэйу щаафечу схисеъм пёыэулм шэьдкйя
   out  : [s =  1.8e+02] zdbloplyauzh vdneyu schaafechu schisem peyulm shedkya
   rev  : [s =  1.8e+02] здблопляуж вднею шаафечу раскол пейульм шедкя
   WRN  : rev != "zdbloplyauzh vdneyu schaafechu schism peyulm shedkya"

#   605 : loss =  1.8e+02
   inp  : [s =  3.0e+02] кмтсгфк щаафечу йьаёьеб иьллтёу иощсцйм ъяляужь кмтсгфк
   out  : [s =  1.8e+02] kmtsgfk schaafechu yaaieb illteu ioschtsjm iluzh kmtsgfk
   rev  : [s =  1.9e+02] кмцгфк шаафечу яааиб иллтид иощцжм луж кмцгфк
   WRN  : rev != "kmtsgfk schaafechu yaaieb illtyd ioschtsjm luzh kmtsgfk"

#   606 : loss =  1.8e+02
   inp  : [s =  3.0e+02] бдлпроь иысвщёы ущйинъу йьаёьеб онуьлйц иьеьрёъ мощыъпз
   out  : [s =  1.8e+02] bdlpro iysvschey uschyinu yaieb onulyts iyere powerpz
   rev  : [s =  2.2e+02] бдлпро ийсвщей ущйину яеб онулыц ийере пауэр пз
   WRN  : rev != "bdlpro iysvschey uschyinu yaieb onulyts iyere power pz"

#   607 : loss =  1.8e+02
   inp  : [s =  2.9e+02] ъяляужь здблоьп ъныуазу ъььгрвх пёыэулм иощсцйм ощуъиъв
   out  : [s =  1.8e+02] for the sake of zdbloep bnyuazu bgrvh peyulm ioschtsym feel
   rev  : [s =  1.8e+02] ради здблоеп бнюазу бгрвх петулы иощцым чувствую
   WRN  : rev != "for the sake of zdbloep bnyuazu bgrvh petula ioschtsym feel"

#   608 : loss =  1.8e+02
   inp  : [s =  3.0e+02] иьллтёу бьвтюья ьвднэйу флжсйид щаафечу иьеьрёъ ътшмщэь
   out  : [s =  1.8e+02] illteu bwtyu bwdneu fljsyid schaafechu iyere bwtshmschei
   rev  : [s =  2.1e+02] иллтеу бвтю бвднеу флайсйид шаафечу ийере бвтшмщей

#   609 : loss =  1.8e+02
   inp  : [s =  3.3e+02] ътшмщэь иысвщёы бдлпроь смэёыюш бмъчкьь ьвднэйу кмтсгфк
   out  : [s =  1.8e+02] ytsma Issey bdsproj smeeis bycicle ewdiyu cmdshft
   rev  : [s =  1.8e+02] ytsma Issey bdsproj smeeis bycicle ewdiyu cmdshft

#   610 : loss =  1.8e+02
   inp  : [s =  2.9e+02] доцшлмь нмьрщшт ъяляужь йьаёьеб бмъчкьь иьеьрёъ ъоэсйьм
   out  : [s =  1.8e+02] assocschlm nmrschstellaug yaeeb bmchk iyere yoesm
   rev  : [s =  2.0e+02] доцент нмршстеллауг яеб бмчк иере йоесм

#   611 : loss =  1.8e+02
   inp  : [s =  3.1e+02] здблоьп кмтсгфк иощсцйм ъыклщьн пёыэулм нмьрщшт нмьрщшт
   out  : [s =  1.8e+02] zdbloep kmtsgfc ioschcym byklschn peyulm nmrscht nmrscht
   rev  : [s =  1.8e+02] здблуп кмцгфк иошким быклшн пейкам борщ борщ
   WRN  : rev != "zdbloep kmtsgfc ioschcym byklschn peykam borscht borscht"

#   612 : loss =  1.8e+02
   inp  : [s =  2.7e+02] мощыъпз флжсйид иьеьрёъ нзеъёаь ьвднэйу щаафечу ьвднэйу
   out  : [s =  1.8e+02] muchpz flzhsyid iyere nze 'ea yvdneu schaafechu yvdneu
   rev  : [s =  2.1e+02] мучпз флжсйид ийере нзе 'еа ивднеу шаафечу ивднеу

#   613 : loss =  1.8e+02
   inp  : [s =  3.0e+02] йьаёьеб ущйинъу нмьрщшт нзеъёаь оэеыъьё бдлпроь пёыэулм
   out  : [s =  1.8e+02] yaeeb uschyinu nmrschsht nzeea oeeye bdlpro peyulm
   rev  : [s =  2.3e+02] яеб ущйину ямрщшт нзееа оеее бдлпро пейулм

#   614 : loss =  1.8e+02
   inp  : [s =  2.7e+02] иьллтёу ощуъиъв щаафечу ущйинъу ъььгрвх ъяляужь шэьдкйя
   out  : [s =  1.8e+02] illteu sensei schaafechu oschyinu bьgrvh ъя ъя ъяля ш ш ш ш ш ш ш
   rev  : [s =  2.0e+02] иллтеу сенсей шаафечу ощьину бьгрвх ъя ъя ъяля ш ш ш ш ш ш ш

#   615 : loss =  1.8e+02
   inp  : [s =  3.0e+02] бьвтюья иощсцйм иьеьрёъ мощыъпз ъяляужь схисеъм шэьдкйя
   out  : [s =  1.8e+02] byuya ioschtsym iyere mochypzrlyauzh schisem shedkya
   rev  : [s =  1.8e+02] бьюя иощцым ийере мочипзрляуж раскол шедкя
   WRN  : rev != "byuya ioschtsym iyere mochypzrlyauzh schism shedkya"

#   616 : loss =  1.8e+02
   inp  : [s =  2.8e+02] онуьлйц ощуъиъв йьаёьеб ътшмщэь нзеъёаь ущйинъу щаафечу
   out  : [s =  1.8e+02] it feels like a yaeeb ytshmschei nzeea uschyinu schaafechu
   rev  : [s =  1.9e+02] такое чувство, что яеб йтшмщей нзееа ущйину шаафечу

#   617 : loss =  1.8e+02
   inp  : [s =  2.8e+02] иьеьрёъ нзеъёаь смэёыюш пёыэулм ьвднэйу щаафечу нмьрщшт
   out  : [s =  1.8e+02] iyere nzeea smeyyush peyulm yvdneyu schaafechu nmrsht
   rev  : [s =  1.9e+02] ийере нзеа смеюш пейулм ивднею шаафечу ямршт

#   618 : loss =  1.8e+02
   inp  : [s =  2.9e+02] нмьрщшт смэёыюш ъоэсйьм мощыъпз бьвтюья схисеъм ущйинъу
   out  : [s =  1.8e+02] nmrsht smeyyush yoesym mochypz byvtyuya schisemyinu
   rev  : [s =  1.9e+02] ямршт смеюш йоесым мочипз бывтюя щисемьину

#   619 : loss =  1.8e+02
   inp  : [s =  2.7e+02] йьаёьеб ощуъиъв йьаёьеб флжсйид иьллтёу иощсцйм ъяляужь
   out  : [s =  1.8e+02] yaeeb feelin ' yaeeb fljsyid illteu ioschcym ynlauj
   rev  : [s =  1.5e+02] яеб чувствую, яеб летает, иллтеу иощким ынлауй

#   620 : loss =  1.8e+02
   inp  : [s =  3.0e+02] иысвщёы иощсцйм шэьдкйя онуьлйц ъубщжёь йьаёьеб йьаёьеб
   out  : [s =  1.8e+02] iysvschey ioschtsym shedkya onulyts bубубщ й й й й й й й й й й й й
   rev  : [s =  1.8e+02] iysvschey ioschtsym shedko onulyts bubbщ й й й й й й й й й й й й
   WRN  : rev != "iysvschey ioschtsym shedko onulyts bубубщ й й й й й й й й й й й й"

#   621 : loss =  1.8e+02
   inp  : [s =  3.1e+02] иьеьрёъ иьллтёу флжсйид кмтсгфк йьаёьеб ъяляужь пёыэулм
   out  : [s =  1.8e+02] ijre illteu fljsyid kmtsgfc ijaeeblauj peyulm
   rev  : [s =  1.7e+02] я иллтеу флайсйид кмцгфк яэблой пейулм

#   622 : loss =  1.8e+02
   inp  : [s =  3.0e+02] бьвтюья иощсцйм ъоэсйьм ьвднэйу нзеъёаь кццжйхк иощсцйм
   out  : [s =  1.8e+02] byuya ioschtsym yoesym yvdneyu nzeea ktszhyhk ioschtsym
   rev  : [s =  2.0e+02] бьюя иощцым йоесым ивднею нзееа кцжыхк иощцым

#   623 : loss =  1.8e+02
   inp  : [s =  3.3e+02] кмтсгфк флжсйид здблоьп бмъчкьь иьллтёу пёыэулм схисеъм
   out  : [s =  1.8e+02] kmtsgfc fljsjid zdbloep bmchk illteu peyulm schisem
   rev  : [s =  2.0e+02] kmtsgfc fljsjid здблоеп bmchk иллтеу пейульм раскол
   WRN  : rev != "kmtsgfc fljsjid zdbloep bmchk illteu peyulm schism"

#   624 : loss =  1.8e+02
   inp  : [s =  3.2e+02] нмьрщшт кмтсгфк схисеъм ъныуазу ьвднэйу здблоьп пёыэулм
   out  : [s =  1.8e+02] nmrsht kmtsgfk schisem bnyuazu bdneyu zdbloep peyulm
   rev  : [s =  2.1e+02] ямршт кмцгфк раскол бнюазу бднею здблоеп пейулм
   WRN  : rev != "nmrsht kmtsgfk schism bnyuazu bdneyu zdbloep peyulm"

#   625 : loss =  1.8e+02
   inp  : [s =  3.3e+02] флжсйид йьаёьеб пёыэулм шэьдкйя ъныуазу оэеыъьё бьвтюья
   out  : [s =  1.8e+02] fljsyid yaeeb peyulm shedkya ynyuazu oeyye byvtyuya
   rev  : [s =  2.0e+02] флайсйид яее пейкам шедко ынюазу оейе бывтюя
   WRN  : rev != "fljsyid yaee peykam shedko ynyuazu oeyye byvtyuya"

#   626 : loss =  1.8e+02
   inp  : [s =  2.3e+02] схисеъм ътшмщэь щаафечу бьвтюья ъяляужь бмъчкьь щаафечу
   out  : [s =  1.8e+02] schisem btschmschei schaafechu bvtyuja vlyauzh bmchk schaafechu
   rev  : [s =  1.8e+02] счисем бтщмщей шаафечу бвтюя вляуж бмчк шаафечу

#   627 : loss =  1.8e+02
   inp  : [s =  3.2e+02] схисеъм ъыклщьн бдлпроь бьвтюья шэьдкйя бмъчкьь иысвщёы
   out  : [s =  1.8e+02] schisem byklschn bdlpro byvtyya shedkya bmchk iysvschey
   rev  : [s =  2.3e+02] схисем быклщн бдлпро бывтя шедкя бмчк ийсвщей

#   628 : loss =  1.8e+02
   inp  : [s =  3.1e+02] бьвтюья онуьлйц иысвщёы ъоэсйьм здблоьп щаафечу бдлпроь
   out  : [s =  1.8e+02] byuya onyts iysvscheysm zdbloep schaafechu bdlpro
   rev  : [s =  2.0e+02] бюя юниты ийсвщейсм здблоеп шаафечу бдлпро
   WRN  : rev != "byuya units iysvscheysm zdbloep schaafechu bdlpro"

#   629 : loss =  1.8e+02
   inp  : [s =  3.0e+02] шэьдкйя нмьрщшт ъоэсйьм ътшмщэь кмтсгфк флжсйид ощуъиъв
   out  : [s =  1.8e+02] shedkya nmrschsht yoesym ytshmschey kmtsgfk flzhsyid feel
   rev  : [s =  2.2e+02] шедкя ямрщшт йоесым йтшмщей кмцгфк флжсйид чувствую

#   630 : loss =  1.8e+02
   inp  : [s =  2.9e+02] оэеыъьё бмъчкьь ъььгрвх ъныуазу йьаёьеб смэёыюш ощуъиъв
   out  : [s =  1.8e+02] oeeye bmchkj b 'grvh b 'nyuazu yaeeb smeyyush feel
   rev  : [s =  1.9e+02] оеее бмчкж б 'грвх б 'нюазу яеб смеюш чувствовать

#   631 : loss =  1.8e+02
   inp  : [s =  2.5e+02] щаафечу онуьлйц кццжйхк схисеъм иьллтёу оэеыъьё иьллтёу
   out  : [s =  1.8e+02] schaafechu onulyts ktszhyhk schisem illteu oeyye illteu
   rev  : [s =  1.7e+02] шаафечу онулыц кцжыхк счисем иллтеу оейе иллтеу

#   632 : loss =  1.8e+02
   inp  : [s =  2.8e+02] пёыэулм мощыъпз иысвщёы ъььгрвх иысвщёы иощсцйм флжсйид
   out  : [s =  1.8e+02] peyulm muchpz iysvschey ygrvh iysvschey ioschtsym flzhsyid
   rev  : [s =  2.0e+02] пейулм мучпз ийсвщей игрвх ийсвщей иощцым флжсйид

#   633 : loss =  1.8e+02
   inp  : [s =  3.2e+02] мощыъпз иьеьрёъ йьаёьеб бьвтюья ьвднэйу ъььгрвх кццжйхк
   out  : [s =  1.8e+02] powerpz iyere yyaeb byvtyu yvdneyu b 'grvh ktszhyhk
   rev  : [s =  2.1e+02] powerpz iyere yyaeb бывтю ивднею б 'грвх кцжыхк

#   634 : loss =  1.8e+02
   inp  : [s =  2.5e+02] ощуъиъв иощсцйм флжсйид ъыклщьн пёыэулм доцшлмь иощсцйм
   out  : [s =  1.8e+02] feel ioshchtsym flzhsyid byklschn peyulm assocschlm ioshchtsym
   rev  : [s =  2.0e+02] чувствую себя иощцым флжсйид быклщн петула доцент лощицы
   WRN  : rev != "feel ioshchtsym flzhsyid byklschn petula assocschlm loshchitsy"

#   635 : loss =  1.8e+02
   inp  : [s =  2.9e+02] нзеъёаь мощыъпз бмъчкьь оэеыъьё кмтсгфк ътшмщэь щаафечу
   out  : [s =  1.8e+02] nzeea muchpz bmchk oeeye kmtsgfk btsmschei schaafechu
   rev  : [s =  2.1e+02] нзееа мучпз бмчк оеее кмцгфк бцмщей шаафечу

#   636 : loss =  1.8e+02
   inp  : [s =  2.9e+02] бьвтюья ъяляужь нмьрщшт ъныуазу кмтсгфк ьвднэйу нмьрщшт
   out  : [s =  1.8e+02] byvtyuya vlyauzh nmrschsht bnyuazu kmtsgfk bdneyu nmrschsht
   rev  : [s =  2.0e+02] бывтюя вляуж ямрщшт бнюазу кмцгфк беню ямрщшт
   WRN  : rev != "byvtyuya vlyauzh nmrschsht bnyuazu kmtsgfk benyu nmrschsht"

#   637 : loss =  1.8e+02
   inp  : [s =  3.2e+02] онуьлйц бдлпроь иьллтёу иощсцйм нзеъёаь ъяляужь кмтсгфк
   out  : [s =  1.8e+02] onlyts bdlpro illteu ioschcym nzeea iluzh kmtsgfc
