[2023-03-05 00-40-47] d=  7, evals=1.0e+03, k= 50, k_top=  5
   out  : [s =  4.7e+01] The following is an example of the way in which we can be sure that we will be able to
   rev  : [s =  1.2e+02] Ниже приведен пример того, как мы можем быть уверены в том, что мы сможем

#   402 : loss =  4.7e+01
   inp  : [s =  2.9e+02] ктлтксь ккзёйьи бысёъгч быелръъ чёхёшьч быншийя зсзгвлэ
   out  : [s =  4.7e+01] The following are the most important reasons for the lack of a clear understanding of this
   rev  : [s =  1.3e+02] Ниже приведены наиболее важные причины отсутствия четкого понимания этого

#   403 : loss =  4.7e+01
   inp  : [s =  2.7e+02] чтьёиэе пдлешйщ ыьбэъхс жаьйщсч бфзскйт бреощее ыьбэъхс
   out  : [s =  4.7e+01] The following are the most important reasons for the lack of a clear understanding of this
   rev  : [s =  1.3e+02] Ниже приведены наиболее важные причины отсутствия четкого понимания этого

#   404 : loss =  4.7e+01
   inp  : [s =  2.4e+02] ъйлбмфь бгаьъэы зжнмкьъ щосющйе зсзгвлэ бгаьъэы зжнмкьъ
   out  : [s =  4.7e+01] The following are the most important reasons for the lack of a clear understanding of this
   rev  : [s =  1.3e+02] Ниже приведены наиболее важные причины отсутствия четкого понимания этого

#   405 : loss =  4.7e+01
   inp  : [s =  2.7e+02] ккзёйьи чъръпьм быелръъ гбьъьиэ рыьдяно бфзскйт пдлешйщ
   out  : [s =  4.7e+01] The following are the most important reasons for the lack of a clear understanding of this
   rev  : [s =  1.3e+02] Ниже приведены наиболее важные причины отсутствия четкого понимания этого

#   406 : loss =  4.7e+01
   inp  : [s =  2.0e+02] гзйкщчж чъръпьм щосющйе быелръъ гзйкщчж пдлешйщ щосющйе
   out  : [s =  4.7e+01] The following are the most important reasons for the lack of a clear understanding of this
   rev  : [s =  1.3e+02] Ниже приведены наиболее важные причины отсутствия четкого понимания этого

#   407 : loss =  4.7e+01
   inp  : [s =  3.1e+02] ыьбэъхс пдлешйщ ккзёйьи зжнмкьъ ъоэсйьл быелръъ бёацсжю
   out  : [s =  4.7e+01] The following are the most important reasons for the lack of a clear understanding of this
   rev  : [s =  1.3e+02] Ниже приведены наиболее важные причины отсутствия четкого понимания этого

#   408 : loss =  4.7e+01
   inp  : [s =  2.4e+02] бреощее щосющйе ощуъиъв ыьбэъхс ощуъиъв бысёъгч чтьёиэе
   out  : [s =  4.7e+01] The following is an example of how to feel the situation in your life.
   rev  : [s =  1.3e+02] Ниже приведен пример того, как можно прочувствовать ситуацию в своей жизни.

#   409 : loss =  4.7e+01
   inp  : [s =  3.2e+02] бреощее мжвлвфж ккзёйьи жаьйщсч гмххъьн дачэщйч бёацсжю
   out  : [s =  4.7e+01] The following is a list of the most important factors that can help you to find a solution to this problem
   rev  : [s =  1.6e+02] Ниже приведен список наиболее важных факторов, которые могут помочь вам найти решение этой проблемы

#   410 : loss =  4.7e+01
   inp  : [s =  2.6e+02] фйвьжиы бысёъгч ъоэсйьл ъоэсйьл оощвишн гзйкщчж быншийя
   out  : [s =  4.7e+01] The following is a list of the most important factors that can help you to find a solution to this problem
   rev  : [s =  1.6e+02] Ниже приведен список наиболее важных факторов, которые могут помочь вам найти решение этой проблемы

#   411 : loss =  4.7e+01
   inp  : [s =  2.8e+02] жцчыщцй жаьйщсч ощуъиъв ккзёйьи дачэщйч чъръпьм бёацсжю
   out  : [s =  4.7e+01] The following is an example of the way we feel about the situation in our country
   rev  : [s =  1.2e+02] Ниже приводится пример того, как мы относимся к ситуации в нашей стране

#   412 : loss =  4.8e+01
   inp  : [s =  2.6e+02] дачэщйч ккзёйьи ощуъиъв бреощее жьрцэъо ъйлбмфь рыьдяно
   out  : [s =  4.8e+01] The following is an example of the way to the end of the year.
   rev  : [s =  7.7e+01] Ниже приведен пример пути к концу года.

#   413 : loss =  4.8e+01
   inp  : [s =  3.4e+02] ктлтксь жаьйщсч бреощее гмххъьн пдлешйщ бёацсжю зжнмкьъ
   out  : [s =  4.8e+01] The following are the most important factors in the process of the development of a new system
   rev  : [s =  1.2e+02] Ниже приведены наиболее важные факторы в процессе разработки новой системы

#   414 : loss =  4.8e+01
   inp  : [s =  3.1e+02] щосющйе ктлтксь гбьъьиэ ккзёйьи оощвишн бфзскйт чтьёиэе
   out  : [s =  4.8e+01] The following is a list of the most important factors that can help us to find a solution to the problem
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам найти решение проблемы

#   415 : loss =  4.8e+01
   inp  : [s =  2.9e+02] зсзгвлэ чёхёшьч гмххъьн жцчыщцй фйвьжиы бфзскйт бреощее
   out  : [s =  4.8e+01] The following is a list of the most important factors that can help you to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь вам найти решение проблемы.

#   416 : loss =  4.8e+01
   inp  : [s =  2.9e+02] мжвлвфж ощуъиъв гбьъьиэ ктлтксь оощвишн бысёъгч ъоэсйьл
   out  : [s =  4.8e+01] The following is a list of the most important factors that can help you to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь вам найти решение проблемы.

#   417 : loss =  4.8e+01
   inp  : [s =  2.7e+02] дачэщйч щосющйе ккзёйьи гбьъьиэ жьрэиэф ктлтксь бысёъгч
   out  : [s =  4.8e+01] The following are some of the most important factors in the process of the development of our company
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе развития нашей компании

#   418 : loss =  4.8e+01
   inp  : [s =  2.6e+02] бреощее чъръпьм гзйкщчж рыьдяно чёхёшьч жьрэиэф ыьбэъхс
   out  : [s =  4.8e+01] The main thing is that you can't get a good idea of what's going on in your life.
   rev  : [s =  9.0e+01] Главное, что вы не можете понять, что происходит в вашей жизни.

#   419 : loss =  4.8e+01
   inp  : [s =  2.8e+02] зжнмкьъ быелръъ ктлтксь оощвишн ктлтксь пдлешйщ бгаьъэы
   out  : [s =  4.8e+01] The following are the most important factors in the process of the development of this system
   rev  : [s =  1.2e+02] Ниже приведены наиболее важные факторы в процессе разработки этой системы

#   420 : loss =  4.8e+01
   inp  : [s =  2.4e+02] пдлешйщ ккзёйьи быншийя ощуъиъв чёхёшьч жаьйщсч жаьйщсч
   out  : [s =  4.8e+01] The first time we've had the feeling that we've had the feeling that we've had the feeling that we've had the feeling that we've had the feeling that we've had the feeling that we've had the feeling that we've had the feeling
   rev  : [s =  8.9e+01] В первый раз, когда у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство, что у нас было чувство.

#   421 : loss =  4.8e+01
   inp  : [s =  2.5e+02] бреощее ъйлбмфь ыьбэъхс быелръъ оощвишн щосющйе бреощее
   out  : [s =  4.8e+01] The following is a list of the most important things that can be done in the field of human rights.
   rev  : [s =  1.4e+02] Ниже приводится список наиболее важных вещей, которые можно сделать в области прав человека.

#   422 : loss =  4.8e+01
   inp  : [s =  2.8e+02] ъоэсйьл чъръпьм пдлешйщ бфзскйт щосющйе чёхёшьч жьрцэъо
   out  : [s =  4.8e+01] The following are the main reasons for the lack of a clear understanding of the situation.
   rev  : [s =  1.2e+02] Ниже приведены основные причины отсутствия четкого понимания ситуации.

#   423 : loss =  4.8e+01
   inp  : [s =  3.0e+02] рыьдяно дачэщйч щосющйе жаьйщсч зсзгвлэ быелръъ ккзёйьи
   out  : [s =  4.8e+01] The following are the main reasons for the lack of a clear understanding of the situation.
   rev  : [s =  1.2e+02] Ниже приведены основные причины отсутствия четкого понимания ситуации.

#   424 : loss =  4.8e+01
   inp  : [s =  3.0e+02] зсзгвлэ жьрэиэф ощуъиъв чтьёиэе бгаьъэы зжнмкьъ жцчыщцй
   out  : [s =  4.8e+01] The following are the main reasons for the lack of a clear understanding of the situation.
   rev  : [s =  1.2e+02] Ниже приведены основные причины отсутствия четкого понимания ситуации.

#   425 : loss =  4.8e+01
   inp  : [s =  2.8e+02] бёацсжю чъръпьм чёхёшьч жаьйщсч ъоэсйьл быншийя ккзёйьи
   out  : [s =  4.8e+01] I'm not going to be the only one who has the right to be a member of a group of people
   rev  : [s =  1.2e+02] Я не собираюсь быть единственным, кто имеет право быть членом группы людей.

#   426 : loss =  4.8e+01
   inp  : [s =  2.6e+02] оощвишн бёацсжю рыьдяно зсзгвлэ рыьдяно жьрэиэф жьрцэъо
   out  : [s =  4.8e+01] The following are the main reasons for the lack of a clear understanding of this issue.
   rev  : [s =  1.2e+02] Ниже приведены основные причины отсутствия четкого понимания этого вопроса.

#   427 : loss =  4.8e+01
   inp  : [s =  2.8e+02] бёацсжю жцчыщцй быелръъ щосющйе рыьдяно дачэщйч ощуъиъв
   out  : [s =  4.8e+01] The first time we have a strong sense of the situation in the world.
   rev  : [s =  1.1e+02] В первый раз мы получили сильное ощущение ситуации в мире.

#   428 : loss =  4.8e+01
   inp  : [s =  2.7e+02] бёацсжю бысёъгч гмххъьн дачэщйч оощвишн жцчыщцй бысёъгч
   out  : [s =  4.8e+01] The following are some of the most important factors in the process of the development of a new system
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе разработки новой системы

#   429 : loss =  4.8e+01
   inp  : [s =  2.7e+02] быелръъ мжвлвфж пдлешйщ мжвлвфж быншийя бфзскйт жьрцэъо
   out  : [s =  4.8e+01] The following are some of the most important factors in the process of the development of a new system
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе разработки новой системы

#   430 : loss =  4.8e+01
   inp  : [s =  2.9e+02] быелръъ ъйлбмфь бысёъгч фйвьжиы жцчыщцй бёацсжю ктлтксь
   out  : [s =  4.8e+01] The following are some of the most important factors in the process of the development of a new system
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе разработки новой системы

#   431 : loss =  4.8e+01
   inp  : [s =  2.8e+02] бысёъгч быншийя гзйкщчж жьрэиэф ктлтксь оощвишн гмххъьн
   out  : [s =  4.8e+01] The former would have been the first to be taken care of by the government.
   rev  : [s =  1.1e+02] Первые были бы первыми, о ком позаботилось бы правительство.

#   432 : loss =  4.8e+01
   inp  : [s =  2.9e+02] быелръъ мжвлвфж гбьъьиэ жьрцэъо быншийя бфзскйт рыьдяно
   out  : [s =  4.8e+01] The following are some of the most important factors in the process of the development of this system
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе разработки этой системы

#   433 : loss =  4.8e+01
   inp  : [s =  2.5e+02] бысёъгч зжнмкьъ чёхёшьч щосющйе бреощее бысёъгч зсзгвлэ
   out  : [s =  4.8e+01] The first time we have a problem, we have a problem with the way we do things.
   rev  : [s =  1.3e+02] В первый раз у нас возникает проблема, связанная с тем, как мы поступаем.

#   434 : loss =  4.8e+01
   inp  : [s =  2.9e+02] бысёъгч чъръпьм рыьдяно зсзгвлэ быншийя пдлешйщ гбьъьиэ
   out  : [s =  4.8e+01] The first time we have a problem, we have a problem with the way we do things.
   rev  : [s =  1.3e+02] В первый раз у нас возникает проблема, связанная с тем, как мы поступаем.

#   435 : loss =  4.8e+01
   inp  : [s =  2.5e+02] чъръпьм ъоэсйьл бреощее бёацсжю дачэщйч бысёъгч рыьдяно
   out  : [s =  4.8e+01] The first time we have a problem, we have a problem with the way we do things.
   rev  : [s =  1.3e+02] В первый раз у нас возникает проблема, связанная с тем, как мы поступаем.

#   436 : loss =  4.8e+01
   inp  : [s =  1.9e+02] бреощее чъръпьм дачэщйч чёхёшьч ощуъиъв чъръпьм чъръпьм
   out  : [s =  4.8e+01] breoshchee chirp chirp chirp chirp chirp chirp
   rev  : [s =  6.3e+01] бреошчи чирп чирп чирп чирп чирп чирп чирп чирп чирп чирп чирп

#   437 : loss =  4.8e+01
   inp  : [s =  3.0e+02] жаьйщсч бреощее жцчыщцй гмххъьн бысёъгч мжвлвфж щосющйе
   out  : [s =  4.8e+01] The following is an example of how to make the most of the situation in the world
   rev  : [s =  1.5e+02] Ниже приведен пример того, как можно извлечь максимальную пользу из ситуации в мире

#   438 : loss =  4.8e+01
   inp  : [s =  2.9e+02] ыьбэъхс оощвишн жьрцэъо ккзёйьи ощуъиъв бёацсжю ктлтксь
   out  : [s =  4.8e+01] You have a strong sense of the situation in your life, but it's not the same.
   rev  : [s =  1.4e+02] У вас есть сильное ощущение ситуации в вашей жизни, но это не одно и то же.

#   439 : loss =  4.8e+01
   inp  : [s =  2.2e+02] чтьёиэе чтьёиэе ощуъиъв быншийя оощвишн быелръъ рыьдяно
   out  : [s =  4.8e+01] The feeling of the former is the same as the feeling of the latter, and the feeling of the latter is the same as the feeling of the latter.
   rev  : [s =  1.3e+02] Чувство первого - то же, что и чувство второго, а чувство второго - то же, что и чувство третьего.

#   440 : loss =  4.8e+01
   inp  : [s =  2.7e+02] бреощее чтьёиэе бгаьъэы дачэщйч жцчыщцй быелръъ рыьдяно
   out  : [s =  4.8e+01] The main thing is to give you the right to go back to the place where you were born
   rev  : [s =  1.1e+02] Главное - дать вам право вернуться туда, где вы родились.

#   441 : loss =  4.8e+01
   inp  : [s =  2.7e+02] мжвлвфж ккзёйьи жаьйщсч щосющйе быншийя ктлтксь щосющйе
   out  : [s =  4.8e+01] I am not the only one who is not a member of the Board of Trustees of the Company
   rev  : [s =  1.2e+02] Я не единственный, кто не является членом Попечительского совета компании

#   442 : loss =  4.9e+01
   inp  : [s =  2.5e+02] чтьёиэе бгаьъэы гзйкщчж быншийя ктлтксь оощвишн оощвишн
   out  : [s =  4.9e+01] The following are the most important factors in the process of the development of a new company
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы в процессе развития новой компании

#   443 : loss =  4.9e+01
   inp  : [s =  2.3e+02] щосющйе фйвьжиы чъръпьм бреощее быншийя бжкльлш щосющйе
   out  : [s =  4.9e+01] The following are the most important factors in the process of the development of the Russian economy
   rev  : [s =  1.3e+02] Ниже приведены наиболее важные факторы в процессе развития российской экономики

#   444 : loss =  4.9e+01
   inp  : [s =  2.7e+02] щосющйе гмххъьн жьрэиэф ктлтксь оощвишн быелръъ бреощее
   out  : [s =  4.9e+01] The following is an example of how to improve the quality of the work of the organization.
   rev  : [s =  1.1e+02] Ниже приведен пример того, как можно улучшить качество работы организации.

#   445 : loss =  4.9e+01
   inp  : [s =  2.8e+02] дачэщйч щосющйе ктлтксь гбьъьиэ быншийя мжвлвфж жьрэиэф
   out  : [s =  4.9e+01] The following are some of the most important factors in the process of the development of our company.
   rev  : [s =  1.5e+02] Ниже приведены некоторые из наиболее важных факторов в процессе развития нашей компании.

#   446 : loss =  4.9e+01
   inp  : [s =  2.6e+02] жаьйщсч дачэщйч быелръъ мжвлвфж бёацсжю ктлтксь мжвлвфж
   out  : [s =  4.9e+01] The following are some of the most important factors in the process of the development of a new company
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе развития новой компании

#   447 : loss =  4.9e+01
   inp  : [s =  2.4e+02] жьрэиэф жаьйщсч фйвьжиы жаьйщсч гбьъьиэ ккзёйьи жьрэиэф
   out  : [s =  4.9e+01] JReif JReif JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF
   rev  : [s =  5.2e+01] JReif JReif JReif JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF JReIF

#   448 : loss =  4.9e+01
   inp  : [s =  3.1e+02] щосющйе ккзёйьи жаьйщсч ыьбэъхс бфзскйт фйвьжиы гзйкщчж
   out  : [s =  4.9e+01] The following are the most important reasons for the lack of a clear understanding of the situation
   rev  : [s =  1.4e+02] Ниже приведены наиболее важные причины отсутствия четкого понимания ситуации

#   449 : loss =  4.9e+01
   inp  : [s =  2.3e+02] чтьёиэе чёхёшьч гбьъьиэ оощвишн щосющйе чтьёиэе фйвьжиы
   out  : [s =  4.9e+01] The following are the most important reasons for the lack of a clear understanding of the situation
   rev  : [s =  1.4e+02] Ниже приведены наиболее важные причины отсутствия четкого понимания ситуации

#   450 : loss =  4.9e+01
   inp  : [s =  2.7e+02] ккзёйьи бреощее ъйлбмфь чёхёшьч щосющйе гмххъьн оощвишн
   out  : [s =  4.9e+01] The following is an example of the way in which a person's life is viewed by the public
   rev  : [s =  1.2e+02] Ниже приведен пример того, как жизнь человека рассматривается общественностью

#   451 : loss =  4.9e+01
   inp  : [s =  2.6e+02] ощуъиъв бреощее зсзгвлэ быншийя дачэщйч щосющйе ктлтксь
   out  : [s =  4.9e+01] The most important thing is that you have the right to be a good person, and you have the right to be a good person.
   rev  : [s =  1.1e+02] Самое главное, что у вас есть право быть хорошим человеком, и у вас есть право быть хорошим человеком.

#   452 : loss =  4.9e+01
   inp  : [s =  3.1e+02] рыьдяно зжнмкьъ гзйкщчж оощвишн чтьёиэе жаьйщсч ккзёйьи
   out  : [s =  4.9e+01] The following is a list of the most important factors in the process of the development of a new company
   rev  : [s =  1.4e+02] Ниже приведен список наиболее важных факторов в процессе развития новой компании

#   453 : loss =  4.9e+01
   inp  : [s =  2.6e+02] быелръъ зжнмкьъ жьрэиэф ктлтксь дачэщйч жьрэиэф ъоэсйьл
   out  : [s =  4.9e+01] The following are some of the most important factors in the process of the development of this system.
   rev  : [s =  1.4e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки этой системы.

#   454 : loss =  4.9e+01
   inp  : [s =  3.1e+02] ыьбэъхс щосющйе гмххъьн жаьйщсч бысёъгч зжнмкьъ зсзгвлэ
   out  : [s =  4.9e+01] The following are the most important reasons for the lack of a clear understanding of this issue
   rev  : [s =  1.4e+02] Ниже перечислены наиболее важные причины отсутствия четкого понимания этого вопроса

#   455 : loss =  4.9e+01
   inp  : [s =  2.8e+02] оощвишн чёхёшьч ъоэсйьл бысёъгч ыьбэъхс ъйлбмфь зжнмкьъ
   out  : [s =  4.9e+01] The following are the most important reasons for the lack of a clear understanding of this issue
   rev  : [s =  1.4e+02] Ниже перечислены наиболее важные причины отсутствия четкого понимания этого вопроса

#   456 : loss =  4.9e+01
   inp  : [s =  3.0e+02] зсзгвлэ зжнмкьъ бёацсжю гзйкщчж чтьёиэе бреощее мжвлвфж
   out  : [s =  4.9e+01] The following is a list of the most important factors that can help us to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам найти решение проблемы.

#   457 : loss =  4.9e+01
   inp  : [s =  2.8e+02] ъоэсйьл гзйкщчж быелръъ оощвишн мжвлвфж ъоэсйьл бфзскйт
   out  : [s =  4.9e+01] The following is a list of the most important factors that can help us to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам найти решение проблемы.

#   458 : loss =  4.9e+01
   inp  : [s =  2.8e+02] быелръъ жцчыщцй бжкльлш оощвишн жьрцэъо бысёъгч бреощее
   out  : [s =  4.9e+01] The following is a list of the most important factors that can help us to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам найти решение проблемы.

#   459 : loss =  4.9e+01
   inp  : [s =  2.8e+02] жьрцэъо дачэщйч жаьйщсч бфзскйт ъоэсйьл пдлешйщ мжвлвфж
   out  : [s =  4.9e+01] The following is a list of the most important factors that can help us to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам найти решение проблемы.

#   460 : loss =  4.9e+01
   inp  : [s =  2.9e+02] дачэщйч зжнмкьъ зсзгвлэ рыьдяно фйвьжиы бысёъгч ъоэсйьл
   out  : [s =  4.9e+01] The following is a list of the most important factors that can help us to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам найти решение проблемы.

#   461 : loss =  4.9e+01
   inp  : [s =  2.9e+02] мжвлвфж дачэщйч пдлешйщ зсзгвлэ быелръъ чтьёиэе рыьдяно
   out  : [s =  4.9e+01] The following is a list of the most important factors that can help us to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам найти решение проблемы.

#   462 : loss =  4.9e+01
   inp  : [s =  3.0e+02] быелръъ дачэщйч бёацсжю чтьёиэе рыьдяно зжнмкьъ бфзскйт
   out  : [s =  4.9e+01] The following is a list of the most important factors that can help us to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам найти решение проблемы.

#   463 : loss =  4.9e+01
   inp  : [s =  2.9e+02] щосющйе бгаьъэы оощвишн рыьдяно гмххъьн быелръъ бёацсжю
   out  : [s =  4.9e+01] The following is a list of the most important factors that can help us to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам найти решение проблемы.

#   464 : loss =  4.9e+01
   inp  : [s =  2.8e+02] чтьёиэе бгаьъэы дачэщйч бысёъгч оощвишн бфзскйт гбьъьиэ
   out  : [s =  4.9e+01] The following is a list of the most important factors that can help us to find a solution to the problem.
   rev  : [s =  1.5e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам найти решение проблемы.

#   465 : loss =  5.0e+01
   inp  : [s =  3.1e+02] оощвишн зсзгвлэ ъоэсйьл ыьбэъхс ъйлбмфь быелръъ бёацсжю
   out  : [s =  5.0e+01] The following are the most common reasons for the lack of a clear understanding of this issue.
   rev  : [s =  1.6e+02] Ниже перечислены наиболее распространенные причины отсутствия четкого понимания этого вопроса.

#   466 : loss =  5.0e+01
   inp  : [s =  2.6e+02] бреощее зсзгвлэ рыьдяно чтьёиэе жьрэиэф бжкльлш рыьдяно
   out  : [s =  5.0e+01] The main reason for this is the fact that we have to be careful about the way we use our hands.
   rev  : [s =  1.6e+02] Основная причина этого заключается в том, что мы должны быть осторожны с тем, как мы используем наши руки.

#   467 : loss =  5.0e+01
   inp  : [s =  2.6e+02] зжнмкьъ фйвьжиы бёацсжю гбьъьиэ бысёъгч бысёъгч дачэщйч
   out  : [s =  5.0e+01] The following are some of the most important factors in the process of the development of a new system.
   rev  : [s =  1.5e+02] Ниже приведены некоторые из наиболее важных факторов в процессе разработки новой системы.

#   468 : loss =  5.0e+01
   inp  : [s =  1.7e+02] гзйкщчж гзйкщчж бреощее бреощее бреощее жаьйщсч жьрэиэф
   out  : [s =  5.0e+01] gzikshchzh gzikshchzh gzikshchzh gzikshchzh gzikshchzh gzikshchzh gzikshchzh gzikshchzh
   rev  : [s =  6.3e+01] гзикщж гзикщж гзикщж гзикщж гзикщж гзикщж гзикщж гзикщж гзикщж гзикщж гзикщж гзикщж гзикщж гзикщж гзикщщж

#   469 : loss =  5.0e+01
   inp  : [s =  2.7e+02] ъоэсйьл чъръпьм зжнмкьъ бысёъгч мжвлвфж чтьёиэе ъоэсйьл
   out  : [s =  5.0e+01] IoEsjL IoEsjL IoEsjL IoEsjL
   rev  : [s =  5.0e+01] IoEsjL IoEsjL IoEsjL IoEsjL IoEsjL IoEsjL

#   470 : loss =  5.0e+01
   inp  : [s =  2.3e+02] жьрцэъо жцчыщцй оощвишн ощуъиъв жцчыщцй рыьдяно щосющйе
   out  : [s =  5.0e+01] The following is an example of how the situation in the world can be described in the following way
   rev  : [s =  1.4e+02] Ниже приведен пример того, как ситуация в мире может быть описана следующим образом

#   471 : loss =  5.0e+01
   inp  : [s =  2.7e+02] зсзгвлэ мжвлвфж чъръпьм зсзгвлэ фйвьжиы дачэщйч быншийя
   out  : [s =  5.0e+01] The following are the most important factors in the process of the development of a new company.
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы в процессе развития новой компании.

#   472 : loss =  5.0e+01
   inp  : [s =  2.9e+02] жаьйщсч ъоэсйьл щосющйе гбьъьиэ оощвишн ъйлбмфь быншийя
   out  : [s =  5.0e+01] The following are the most important factors in the process of the development of a new company.
   rev  : [s =  1.3e+02] Ниже перечислены наиболее важные факторы в процессе развития новой компании.

#   473 : loss =  5.0e+01
   inp  : [s =  2.6e+02] рыьдяно гзйкщчж бёацсжю гбьъьиэ бёацсжю бфзскйт оощвишн
   out  : [s =  5.0e+01] The following are the most important reasons for the lack of a clear and precise definition of the
   rev  : [s =  1.5e+02] Ниже перечислены наиболее важные причины отсутствия четкого и ясного определения

#   474 : loss =  5.0e+01
   inp  : [s =  2.9e+02] бреощее зжнмкьъ пдлешйщ жаьйщсч жьрэиэф бысёъгч мжвлвфж
   out  : [s =  5.0e+01] The main thing to do is to make sure that you have the right to go to the right place.
   rev  : [s =  1.1e+02] Главное - убедиться, что вы имеете право обратиться в нужное место.

#   475 : loss =  5.0e+01
   inp  : [s =  2.7e+02] бреощее зжнмкьъ быелръъ пдлешйщ чёхёшьч рыьдяно бёацсжю
   out  : [s =  5.0e+01] The main thing to do is to make sure that you have the right to go to the right place.
   rev  : [s =  1.1e+02] Главное - убедиться, что вы имеете право обратиться в нужное место.

#   476 : loss =  5.0e+01
   inp  : [s =  2.7e+02] пдлешйщ оощвишн бреощее зсзгвлэ быелръъ пдлешйщ ккзёйьи
   out  : [s =  5.0e+01] The main thing to do is to encourage the development of the breach.
   rev  : [s =  8.7e+01] Главное - поощрять развитие нарушения.

#   477 : loss =  5.0e+01
   inp  : [s =  3.1e+02] ъйлбмфь ктлтксь мжвлвфж жаьйщсч рыьдяно зжнмкьъ жьрэиэф
   out  : [s =  5.0e+01] The following are some of the most important factors in the process of the development of a new company.
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе развития новой компании.

#   478 : loss =  5.0e+01
   inp  : [s =  3.0e+02] зсзгвлэ бысёъгч щосющйе пдлешйщ жьрцэъо фйвьжиы ккзёйьи
   out  : [s =  5.0e+01] The following are some of the most important factors in the process of the development of a new company.
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе развития новой компании.

#   479 : loss =  5.0e+01
   inp  : [s =  3.0e+02] зсзгвлэ бысёъгч жьрэиэф мжвлвфж фйвьжиы чтьёиэе ъйлбмфь
   out  : [s =  5.0e+01] The following are some of the most important factors in the process of the development of a new company.
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе развития новой компании.

#   480 : loss =  5.0e+01
   inp  : [s =  3.1e+02] щосющйе бысёъгч мжвлвфж чтьёиэе фйвьжиы гмххъьн ктлтксь
   out  : [s =  5.0e+01] The following are some of the most important factors in the process of the development of a new company.
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе развития новой компании.

#   481 : loss =  5.0e+01
   inp  : [s =  3.1e+02] фйвьжиы ъоэсйьл щосющйе ккзёйьи мжвлвфж чёхёшьч зсзгвлэ
   out  : [s =  5.0e+01] The following are some of the most important factors in the process of the development of a new company.
   rev  : [s =  1.5e+02] Ниже перечислены некоторые из наиболее важных факторов в процессе развития новой компании.

#   482 : loss =  5.0e+01
   inp  : [s =  3.1e+02] зсзгвлэ быелръъ жаьйщсч бфзскйт ощуъиъв ккзёйьи ктлтксь
   out  : [s =  5.0e+01] The following is a list of the most important factors that can help us to understand the situation in the world
   rev  : [s =  1.6e+02] Ниже приведен список наиболее важных факторов, которые могут помочь нам понять ситуацию в мире

#   483 : loss =  5.0e+01
   inp  : [s =  2.7e+02] бфзскйт фйвьжиы щосющйе рыьдяно быншийя зжнмкьъ щосющйе
   out  : [s =  5.0e+01] The following are the key elements of the Russian Federation's strategy for the development of the Russian economy
   rev  : [s =  1.2e+02] Ниже приведены основные элементы стратегии развития российской экономики

